ANO_ELEICAO,ESTADO,GENERO,GRAU_INSTRUCAO,ESTADO_CIVIL,COR_RACA,IDADE,FAIXA_ETARIA,FAIXA_ETARIA_IBGE,CIDNAS_IGUAL_CIDCAND,CAND_PURA_S_COLIG,REELEICAO,SITUACAO_FINAL
2016,SE,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,64.0,60 OU SUPERIOR,60 – 64 ANOS,NAO,NAO,S,NÃO ELEITO
2016,PI,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,56.0,50 – 59 ANOS,55 – 59 ANOS,SIM,NAO,N,NÃO ELEITO
2016,MG,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,48.0,40 – 49 ANOS,45 – 49 ANOS,SIM,NAO,N,NÃO ELEITO
2016,SP,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,46.0,40 – 49 ANOS,45 – 49 ANOS,SIM,NAO,N,NÃO ELEITO
2016,MA,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,47.0,40 – 49 ANOS,45 – 49 ANOS,NAO,NAO,N,NÃO ELEITO
2016,PR,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,DIVORCIADO(A),BRANCA,59.0,50 – 59 ANOS,55 – 59 ANOS,SIM,NAO,N,NÃO ELEITO
2016,SP,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),BRANCA,45.0,40 – 49 ANOS,45 – 49 ANOS,NAO,SIM,N,NÃO ELEITO
2016,MG,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,50.0,50 – 59 ANOS,50 – 54 ANOS,SIM,NAO,N,ELEITO
2016,BA,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,33.0,30 – 39 ANOS,30 – 34 ANOS,NAO,NAO,N,NÃO ELEITO
2016,BA,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),BRANCA,52.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,N,NÃO ELEITO
2016,MG,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,54.0,50 – 59 ANOS,50 – 54 ANOS,SIM,NAO,N,NÃO ELEITO
2016,RS,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,50.0,50 – 59 ANOS,50 – 54 ANOS,SIM,NAO,N,ELEITO
2016,MG,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,62.0,60 OU SUPERIOR,60 – 64 ANOS,SIM,NAO,S,NÃO ELEITO
2016,TO,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,48.0,40 – 49 ANOS,45 – 49 ANOS,NAO,NAO,N,ELEITO
2016,MG,MASCULINO,ENSINO MÉDIO COMPLETO,SEPARADO(A) JUDICIALMENTE,BRANCA,61.0,60 OU SUPERIOR,60 – 64 ANOS,SIM,NAO,S,NÃO ELEITO
2016,RS,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),BRANCA,42.0,40 – 49 ANOS,40 – 44 ANOS,NAO,SIM,N,NÃO ELEITO
2016,RS,MASCULINO,ENSINO MÉDIO COMPLETO,SEPARADO(A) JUDICIALMENTE,BRANCA,63.0,60 OU SUPERIOR,60 – 64 ANOS,SIM,NAO,N,ELEITO
2016,PR,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,52.0,50 – 59 ANOS,50 – 54 ANOS,SIM,NAO,N,NÃO ELEITO
2016,RN,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,25.0,ATÉ 29 ANOS,25 – 29 ANOS,NAO,NAO,N,NÃO ELEITO
2016,BA,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,62.0,60 OU SUPERIOR,60 – 64 ANOS,NAO,NAO,S,ELEITO
2016,SP,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),BRANCA,50.0,50 – 59 ANOS,50 – 54 ANOS,SIM,NAO,N,ELEITO
2016,PI,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,45.0,40 – 49 ANOS,45 – 49 ANOS,SIM,NAO,N,ELEITO
2016,SC,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,46.0,40 – 49 ANOS,45 – 49 ANOS,NAO,SIM,S,NÃO ELEITO
2016,MA,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,41.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,N,NÃO ELEITO
2016,SC,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,50.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,N,ELEITO
2016,MA,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,56.0,50 – 59 ANOS,55 – 59 ANOS,NAO,NAO,N,NÃO ELEITO
2016,SP,FEMININO,SUPERIOR INCOMPLETO,CASADO(A),BRANCA,48.0,40 – 49 ANOS,45 – 49 ANOS,SIM,SIM,N,NÃO ELEITO
2016,PR,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,49.0,40 – 49 ANOS,45 – 49 ANOS,NAO,NAO,N,NÃO ELEITO
2016,TO,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),PARDA,51.0,50 – 59 ANOS,50 – 54 ANOS,SIM,NAO,N,ELEITO
2016,BA,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,53.0,50 – 59 ANOS,50 – 54 ANOS,SIM,NAO,S,ELEITO
2016,SC,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),BRANCA,52.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,N,ELEITO
2016,MG,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,38.0,30 – 39 ANOS,35 – 39 ANOS,SIM,NAO,N,ELEITO
2016,GO,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,41.0,40 – 49 ANOS,40 – 44 ANOS,SIM,SIM,N,NÃO ELEITO
2016,SP,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,60.0,60 OU SUPERIOR,60 – 64 ANOS,NAO,NAO,N,NÃO ELEITO
2016,RJ,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,69.0,60 OU SUPERIOR,65 – 69 ANOS,NAO,SIM,N,NÃO ELEITO
2016,PA,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,43.0,40 – 49 ANOS,40 – 44 ANOS,SIM,NAO,N,NÃO ELEITO
2016,BA,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,46.0,40 – 49 ANOS,45 – 49 ANOS,NAO,NAO,N,NÃO ELEITO
2016,MG,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),PARDA,44.0,40 – 49 ANOS,40 – 44 ANOS,NAO,SIM,N,NÃO ELEITO
2016,RS,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,62.0,60 OU SUPERIOR,60 – 64 ANOS,NAO,NAO,N,ELEITO
2016,MG,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,64.0,60 OU SUPERIOR,60 – 64 ANOS,SIM,NAO,S,NÃO ELEITO
2016,SP,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,35.0,30 – 39 ANOS,35 – 39 ANOS,SIM,NAO,N,NÃO ELEITO
2016,CE,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,45.0,40 – 49 ANOS,45 – 49 ANOS,SIM,NAO,N,NÃO ELEITO
2016,AC,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,35.0,30 – 39 ANOS,35 – 39 ANOS,SIM,NAO,N,ELEITO
2016,CE,MASCULINO,SUPERIOR INCOMPLETO,SOLTEIRO(A),BRANCA,22.0,ATÉ 29 ANOS,18 – 24 ANOS,SIM,NAO,N,NÃO ELEITO
2016,SC,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,41.0,40 – 49 ANOS,40 – 44 ANOS,NAO,SIM,N,NÃO ELEITO
2016,PA,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,30.0,30 – 39 ANOS,30 – 34 ANOS,NAO,NAO,S,ELEITO
2016,SP,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,50.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,S,NÃO ELEITO
2016,PA,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,42.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,N,NÃO ELEITO
2016,AL,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,48.0,40 – 49 ANOS,45 – 49 ANOS,SIM,NAO,N,NÃO ELEITO
2016,PE,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,51.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,N,ELEITO
2016,PR,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,63.0,60 OU SUPERIOR,60 – 64 ANOS,NAO,NAO,S,NÃO ELEITO
2016,MG,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,36.0,30 – 39 ANOS,35 – 39 ANOS,SIM,NAO,S,NÃO ELEITO
2016,MG,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,60.0,60 OU SUPERIOR,60 – 64 ANOS,NAO,NAO,N,ELEITO
2016,SP,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,50.0,50 – 59 ANOS,50 – 54 ANOS,NAO,SIM,N,NÃO ELEITO
2016,AL,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,DIVORCIADO(A),PARDA,58.0,50 – 59 ANOS,55 – 59 ANOS,SIM,NAO,N,NÃO ELEITO
2016,SC,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,44.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,N,NÃO ELEITO
2016,RS,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,43.0,40 – 49 ANOS,40 – 44 ANOS,NAO,SIM,N,NÃO ELEITO
2016,CE,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,50.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,N,ELEITO
2016,MG,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,44.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,N,ELEITO
2016,CE,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,47.0,40 – 49 ANOS,45 – 49 ANOS,SIM,NAO,S,ELEITO
2016,MG,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,75.0,60 OU SUPERIOR,75 OU SUPERIOR,SIM,NAO,N,NÃO ELEITO
2016,GO,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,39.0,30 – 39 ANOS,35 – 39 ANOS,NAO,NAO,N,NÃO ELEITO
2016,GO,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,36.0,30 – 39 ANOS,35 – 39 ANOS,NAO,NAO,N,NÃO ELEITO
2016,CE,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,46.0,40 – 49 ANOS,45 – 49 ANOS,SIM,NAO,N,ELEITO
2016,MG,MASCULINO,SUPERIOR COMPLETO,SEPARADO(A) JUDICIALMENTE,PRETA,42.0,40 – 49 ANOS,40 – 44 ANOS,NAO,SIM,N,NÃO ELEITO
2016,PR,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,43.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,N,ELEITO
2016,CE,MASCULINO,ENSINO MÉDIO INCOMPLETO,CASADO(A),BRANCA,54.0,50 – 59 ANOS,50 – 54 ANOS,SIM,NAO,N,NÃO ELEITO
2016,PA,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,56.0,50 – 59 ANOS,55 – 59 ANOS,NAO,NAO,N,ELEITO
2016,RN,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,79.0,60 OU SUPERIOR,75 OU SUPERIOR,NAO,NAO,N,ELEITO
2016,PE,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,40.0,40 – 49 ANOS,40 – 44 ANOS,SIM,NAO,S,NÃO ELEITO
2016,RS,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,40.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,S,ELEITO
2016,MG,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,62.0,60 OU SUPERIOR,60 – 64 ANOS,NAO,NAO,N,ELEITO
2016,RS,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,52.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,S,NÃO ELEITO
2016,SP,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),PARDA,56.0,50 – 59 ANOS,55 – 59 ANOS,NAO,NAO,N,NÃO ELEITO
2016,MG,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,41.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,S,ELEITO
2016,RS,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,57.0,50 – 59 ANOS,55 – 59 ANOS,SIM,NAO,N,ELEITO
2016,MG,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,54.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,N,ELEITO
2016,SE,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,36.0,30 – 39 ANOS,35 – 39 ANOS,SIM,NAO,N,NÃO ELEITO
2016,MT,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,42.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,N,NÃO ELEITO
2016,PE,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,38.0,30 – 39 ANOS,35 – 39 ANOS,NAO,NAO,N,NÃO ELEITO
2016,GO,MASCULINO,ENSINO MÉDIO INCOMPLETO,CASADO(A),BRANCA,51.0,50 – 59 ANOS,50 – 54 ANOS,SIM,SIM,N,NÃO ELEITO
2016,RN,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,58.0,50 – 59 ANOS,55 – 59 ANOS,SIM,NAO,S,ELEITO
2016,PB,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,30.0,30 – 39 ANOS,30 – 34 ANOS,NAO,NAO,N,ELEITO
2016,PE,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,48.0,40 – 49 ANOS,45 – 49 ANOS,NAO,SIM,N,NÃO ELEITO
2016,RO,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,39.0,30 – 39 ANOS,35 – 39 ANOS,SIM,NAO,N,ELEITO
2016,MA,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,46.0,40 – 49 ANOS,45 – 49 ANOS,SIM,NAO,N,NÃO ELEITO
2016,MT,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,41.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,N,NÃO ELEITO
2016,PR,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,23.0,ATÉ 29 ANOS,18 – 24 ANOS,NAO,NAO,N,NÃO ELEITO
2016,MG,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,71.0,60 OU SUPERIOR,70 – 74 ANOS,NAO,SIM,N,NÃO ELEITO
2016,BA,FEMININO,SUPERIOR COMPLETO,DIVORCIADO(A),AMARELA,49.0,40 – 49 ANOS,45 – 49 ANOS,NAO,SIM,N,NÃO ELEITO
2016,MT,MASCULINO,SUPERIOR COMPLETO,SEPARADO(A) JUDICIALMENTE,PARDA,58.0,50 – 59 ANOS,55 – 59 ANOS,NAO,NAO,N,NÃO ELEITO
2016,RN,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,60.0,60 OU SUPERIOR,60 – 64 ANOS,NAO,NAO,N,NÃO ELEITO
2016,AM,MASCULINO,SUPERIOR INCOMPLETO,SOLTEIRO(A),BRANCA,37.0,30 – 39 ANOS,35 – 39 ANOS,SIM,NAO,N,ELEITO
2016,SE,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,41.0,40 – 49 ANOS,40 – 44 ANOS,SIM,NAO,N,NÃO ELEITO
2016,SP,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),BRANCA,67.0,60 OU SUPERIOR,65 – 69 ANOS,SIM,NAO,N,ELEITO
2016,MG,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),BRANCA,70.0,60 OU SUPERIOR,70 – 74 ANOS,NAO,NAO,N,NÃO ELEITO
2016,PA,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,52.0,50 – 59 ANOS,50 – 54 ANOS,SIM,NAO,N,NÃO ELEITO
2016,PR,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,50.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,N,NÃO ELEITO
2016,MS,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),BRANCA,48.0,40 – 49 ANOS,45 – 49 ANOS,NAO,NAO,N,ELEITO
2016,MA,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,50.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,N,NÃO ELEITO
2016,RS,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,51.0,50 – 59 ANOS,50 – 54 ANOS,NAO,SIM,N,NÃO ELEITO
2016,GO,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,56.0,50 – 59 ANOS,55 – 59 ANOS,NAO,NAO,N,ELEITO
2016,RS,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,39.0,30 – 39 ANOS,35 – 39 ANOS,SIM,NAO,N,NÃO ELEITO
2016,MA,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,37.0,30 – 39 ANOS,35 – 39 ANOS,SIM,SIM,N,NÃO ELEITO
2016,PR,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,45.0,40 – 49 ANOS,45 – 49 ANOS,NAO,NAO,N,NÃO ELEITO
2016,SP,MASCULINO,SUPERIOR COMPLETO,VIÚVO(A),BRANCA,73.0,60 OU SUPERIOR,70 – 74 ANOS,NAO,NAO,N,ELEITO
2016,MG,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,44.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,S,ELEITO
2016,SP,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,55.0,50 – 59 ANOS,55 – 59 ANOS,NAO,SIM,N,NÃO ELEITO
2016,RJ,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,38.0,30 – 39 ANOS,35 – 39 ANOS,NAO,NAO,N,NÃO ELEITO
2016,PR,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,51.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,N,ELEITO
2016,PB,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,53.0,50 – 59 ANOS,50 – 54 ANOS,SIM,NAO,S,ELEITO
2016,SC,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,53.0,50 – 59 ANOS,50 – 54 ANOS,SIM,NAO,N,ELEITO
2016,SP,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,49.0,40 – 49 ANOS,45 – 49 ANOS,NAO,NAO,N,NÃO ELEITO
2016,RJ,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,68.0,60 OU SUPERIOR,65 – 69 ANOS,NAO,NAO,N,NÃO ELEITO
2016,SP,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,48.0,40 – 49 ANOS,45 – 49 ANOS,SIM,NAO,N,ELEITO
2016,AP,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,38.0,30 – 39 ANOS,35 – 39 ANOS,NAO,NAO,N,ELEITO
2016,ES,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,68.0,60 OU SUPERIOR,65 – 69 ANOS,NAO,NAO,N,NÃO ELEITO
2016,BA,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),BRANCA,71.0,60 OU SUPERIOR,70 – 74 ANOS,NAO,NAO,N,NÃO ELEITO
2016,BA,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,42.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,N,NÃO ELEITO
2016,PR,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,61.0,60 OU SUPERIOR,60 – 64 ANOS,NAO,SIM,N,NÃO ELEITO
2016,TO,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,47.0,40 – 49 ANOS,45 – 49 ANOS,NAO,NAO,N,ELEITO
2016,PA,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,66.0,60 OU SUPERIOR,65 – 69 ANOS,NAO,NAO,N,NÃO ELEITO
2016,MG,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),BRANCA,59.0,50 – 59 ANOS,55 – 59 ANOS,NAO,NAO,N,ELEITO
2016,AL,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,41.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,S,ELEITO
2016,SE,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,38.0,30 – 39 ANOS,35 – 39 ANOS,SIM,SIM,N,NÃO ELEITO
2016,SP,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,47.0,40 – 49 ANOS,45 – 49 ANOS,SIM,NAO,N,NÃO ELEITO
2016,SP,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,59.0,50 – 59 ANOS,55 – 59 ANOS,NAO,NAO,S,NÃO ELEITO
2016,PA,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,45.0,40 – 49 ANOS,45 – 49 ANOS,NAO,NAO,N,NÃO ELEITO
2016,RN,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,50.0,50 – 59 ANOS,50 – 54 ANOS,SIM,NAO,N,ELEITO
2016,RS,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,58.0,50 – 59 ANOS,55 – 59 ANOS,NAO,SIM,N,NÃO ELEITO
2016,PR,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,49.0,40 – 49 ANOS,45 – 49 ANOS,NAO,NAO,N,NÃO ELEITO
2016,SC,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,36.0,30 – 39 ANOS,35 – 39 ANOS,SIM,NAO,N,ELEITO
2016,AM,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,48.0,40 – 49 ANOS,45 – 49 ANOS,NAO,NAO,N,NÃO ELEITO
2016,AL,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,29.0,ATÉ 29 ANOS,25 – 29 ANOS,SIM,NAO,N,NÃO ELEITO
2016,SP,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,48.0,40 – 49 ANOS,45 – 49 ANOS,NAO,NAO,N,NÃO ELEITO
2016,MG,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,42.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,N,NÃO ELEITO
2016,GO,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,46.0,40 – 49 ANOS,45 – 49 ANOS,NAO,NAO,N,NÃO ELEITO
2016,PR,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,64.0,60 OU SUPERIOR,60 – 64 ANOS,NAO,NAO,N,ELEITO
2016,PE,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,64.0,60 OU SUPERIOR,60 – 64 ANOS,SIM,SIM,N,NÃO ELEITO
2016,SP,MASCULINO,SUPERIOR INCOMPLETO,DIVORCIADO(A),BRANCA,71.0,60 OU SUPERIOR,70 – 74 ANOS,NAO,NAO,N,NÃO ELEITO
2016,BA,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,31.0,30 – 39 ANOS,30 – 34 ANOS,NAO,NAO,N,ELEITO
2016,SP,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,33.0,30 – 39 ANOS,30 – 34 ANOS,NAO,NAO,N,NÃO ELEITO
2016,GO,MASCULINO,SUPERIOR INCOMPLETO,SOLTEIRO(A),BRANCA,33.0,30 – 39 ANOS,30 – 34 ANOS,NAO,NAO,N,ELEITO
2016,BA,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,59.0,50 – 59 ANOS,55 – 59 ANOS,SIM,NAO,S,ELEITO
2016,PA,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,64.0,60 OU SUPERIOR,60 – 64 ANOS,NAO,NAO,N,ELEITO
2016,MG,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,40.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,N,NÃO ELEITO
2016,CE,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,44.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,S,ELEITO
2016,GO,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,56.0,50 – 59 ANOS,55 – 59 ANOS,SIM,SIM,N,NÃO ELEITO
2016,GO,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,43.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,N,NÃO ELEITO
2016,SP,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),BRANCA,58.0,50 – 59 ANOS,55 – 59 ANOS,NAO,NAO,N,ELEITO
2016,SP,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),BRANCA,38.0,30 – 39 ANOS,35 – 39 ANOS,NAO,NAO,N,NÃO ELEITO
2016,GO,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,58.0,50 – 59 ANOS,55 – 59 ANOS,NAO,NAO,N,NÃO ELEITO
2016,SP,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,46.0,40 – 49 ANOS,45 – 49 ANOS,NAO,NAO,N,ELEITO
2016,MG,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,32.0,30 – 39 ANOS,30 – 34 ANOS,NAO,NAO,N,NÃO ELEITO
2016,PB,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,41.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,S,ELEITO
2016,PI,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),BRANCA,56.0,50 – 59 ANOS,55 – 59 ANOS,NAO,NAO,N,NÃO ELEITO
